Winner,Loser,Round
James_Zhi,viscolius,Quarterfinals
Lennny,Bradisek,Quarterfinals
Cucaracha_Gigante,im2g00t4ubarn,Quarterfinals
mortr3d,yamakiller,Quarterfinals
James_Zhi,Lennny,Semifinals
Cucaracha_Gigante,mortr3d,Semifinals
James_Zhi,Cucaracha_Gigante,Finals
