Winner,Loser,Round
Carroz,Mou,Quarterfinals
HJ_Kaiser,UBERMIKEYB,Quarterfinals
eS_Face,Kikurek,Quarterfinals
Becks84,leeties,Quarterfinals
Carroz,HJ_Kaiser,Semifinals
eS_Face,Becks84,Semifinals
Carroz,eS_Face,Finals
