Winner,Loser,Round
Mzfroste,funkydude787,Quarterfinals
Danker,SorboOne,Quarterfinals
ReneRandrup,Charlie-in-the-Mox,Quarterfinals
Gul_Dukat,ElfKid,Quarterfinals
Mzfroste,Danker,Semifinals
ReneRandrup,Gul_Dukat,Semifinals
Mzfroste,ReneRandrup,Finals
