Winner,Loser,Round
Boin,PaleMongoose,Quarterfinals
bolov0,CNewman,Quarterfinals
qbturtle15,skooley,Quarterfinals
DeepFryer,Condescend,Quarterfinals
Boin,bolov0,Semifinals
qbturtle15,DeepFryer,Semifinals
Boin,qbturtle15,Finals
