Winner,Loser,Round
mortr3d,Gainsay,Quarterfinals
managed_care,ReinardBR,Quarterfinals
MrBlueSkye,blastoids,Quarterfinals
Nikachu,ura_frst,Quarterfinals
mortr3d,managed_care,Semifinals
MrBlueSkye,Nikachu,Semifinals
mortr3d,MrBlueSkye,Finals
