Winner,Loser,Round
pokemonych,MagicPlayer234923784,Quarterfinals
PhReSHTinGZ,jaredallsop619,Quarterfinals
FANAttIC,altniccolo,Quarterfinals
silviawataru,lucky_dragon,Quarterfinals
pokemonych,PhReSHTinGZ,Semifinals
FANAttIC,silviawataru,Semifinals
pokemonych,FANAttIC,Finals
