Winner,Loser,Round
JeffHoogland,daft,Quarterfinals
Patxi,pellenik,Quarterfinals
Mzfroste,viscolius,Quarterfinals
MatsOle,Pathy,Quarterfinals
JeffHoogland,Patxi,Semifinals
Mzfroste,MatsOle,Semifinals
JeffHoogland,Mzfroste,Finals
