Winner,Loser,Round
Mzfroste,Koke_MTG,Quarterfinals
MatsOle,-zitz,Quarterfinals
Dan9IN,Swagohod,Quarterfinals
YENKO88,Orim67,Quarterfinals
Mzfroste,MatsOle,Semifinals
Dan9IN,YENKO88,Semifinals
Mzfroste,Dan9IN,Finals
