Winner,Loser,Round
qbturtle15,twin_mtg,Quarterfinals
AnziD,Dazai,Quarterfinals
JapaneseFisherman,Condescend,Quarterfinals
mortr3d,termidor,Quarterfinals
qbturtle15,AnziD,Semifinals
JapaneseFisherman,mortr3d,Semifinals
qbturtle15,JapaneseFisherman,Finals
