Winner,Loser,Round
Bryant_Cook,qbturtle15,Quarterfinals
Pathy,DNEELEY,Quarterfinals
Butakov,JPA93,Quarterfinals
Gsy,utley26,Quarterfinals
Bryant_Cook,Pathy,Semifinals
Butakov,Gsy,Semifinals
Bryant_Cook,Butakov,Finals
