Winner,Loser,Round
Julian23,pellenik,Quarterfinals
SorboOne,wefoldforfood,Quarterfinals
Sammy13,oarsman,Quarterfinals
zackwithak,Maxtortion,Quarterfinals
Julian23,SorboOne,Semifinals
Sammy13,zackwithak,Semifinals
Julian23,Sammy13,Finals
