Winner,Loser,Round
nmks,ballestin93,Quarterfinals
jacetmsst,Andreas_Mueller,Quarterfinals
Griselpuff,mortr3d,Quarterfinals
lampalot,Call1Me1Dragon,Quarterfinals
nmks,jacetmsst,Semifinals
Griselpuff,lampalot,Semifinals
nmks,Griselpuff,Finals
