Winner,Loser,Round
cl1ffy81,flowerdayonyon,Quarterfinals
Gul_Dukat,zackwithak,Quarterfinals
Clashed,HJ_Kaiser,Quarterfinals
mourning palace,ziggy_stardust,Quarterfinals
cl1ffy81,Gul_Dukat,Semifinals
Clashed,mourning palace,Semifinals
cl1ffy81,Clashed,Finals
