Winner,Loser,Round
Sharkcaster_Mage,daft,Quarterfinals
DNSolver,fake-news,Quarterfinals
3minem,HeyyQT,Quarterfinals
Call1Me1Dragon,Ecoscuro,Quarterfinals
Sharkcaster_Mage,DNSolver,Semifinals
3minem,Call1Me1Dragon,Semifinals
Sharkcaster_Mage,3minem,Finals
