Winner,Loser,Round
lampalot,Egget,Quarterfinals
K_Prinz,SB3K,Quarterfinals
DNSolver,Mzfroste,Quarterfinals
Maniac3130,_Lavadrako92_,Quarterfinals
lampalot,K_Prinz,Semifinals
DNSolver,Maniac3130,Semifinals
lampalot,DNSolver,Finals
